geo_name_raw,municipality_name,municipality_type,population_2021,population_density_per_km2,population_growth_2016_2021_pct,land_area_km2,population_scale_index_0_100,household_median_total_income_2020,income_index_0_100,children_0_14_pct,youth_15_24_pct,young_adult_20_34_pct,working_age_25_64_pct,seniors_65_plus_pct,median_age,family_with_children_pct,one_person_household_pct,average_household_size,employment_rate_pct,unemployment_rate_pct,participation_rate_pct,immigrant_pct,visible_minority_pct,diversity_index_0_100,renter_pct,renter_average_monthly_shelter_cost,rent_cost_index_0_100,rent_pressure_index_0_100,retail_trade_labour_pct,accommodation_food_labour_pct,other_services_labour_pct,density_index_0_100,market_base_index_0_100
"Laird, Township (TP)",Laird,TP,1121.0,10.9,7.1,103.25,47.314,103000.0,67.128,15.165,7.5825,15.165,54.4157,22.7475,50.4,42.6667,19.1489,2.4,52.6,9.8,58.3,1.7841,0.8921,1.0705,5.2632,720.0,19.2525,15.0557,11.7117,0.0,4.5045,29.4971,41.4092
"Lake of Bays, Township (TP)",Lake of Bays,TP,3759.0,5.6,18.7,667.43,55.4612,90000.0,55.8824,9.444,6.9167,11.7052,49.3482,34.4507,58.4,35.3659,28.9773,2.1,50.3,10.8,56.4,10.2421,1.7292,4.4892,8.8068,1400.0,57.7576,43.0724,11.1413,4.0761,3.2609,22.4761,40.1527
"Lakeshore, Town (T)",Lakeshore,T,40410.0,76.4,10.4,529.0,71.4598,114000.0,76.6436,18.1267,13.0908,15.1571,52.1406,16.6667,42.8,61.3172,17.2402,2.8,57.0,13.2,65.6,13.4125,10.975,10.2004,8.4492,1078.0,39.5243,30.2018,9.1856,4.9716,3.9062,51.799,55.9293
"Lambton Shores, Municipality (MU)",Lambton Shores,MU,11876.0,35.9,11.7,330.57,63.2102,80000.0,47.2318,12.2937,7.8309,12.2937,47.3644,32.4604,56.8,38.6792,28.8679,2.2,47.1,9.6,52.1,8.9256,1.8946,4.1028,18.9623,896.0,29.2186,26.1417,12.2233,5.486,5.7748,42.976,45.2434
"Lanark Highlands, Township (TP)",Lanark Highlands,TP,5737.0,5.6,7.5,1031.52,58.309,81000.0,48.0969,13.8574,7.1466,13.9446,53.5123,25.3617,52.0,43.2507,25.8517,2.3,51.5,9.1,56.7,5.7521,0.6972,2.3619,11.4228,1010.0,35.6738,28.3985,9.2727,2.9091,4.5455,22.4761,39.7633
"Laurentian Hills, Town (T)",Laurentian Hills,T,2885.0,4.5,-2.6,634.31,53.6789,93000.0,58.4775,17.851,8.4922,18.1976,54.766,18.8908,42.0,48.8764,27.6,2.3,55.2,5.5,58.5,4.1594,2.5997,2.7556,10.0,920.0,30.5776,24.4043,11.5672,2.2388,1.8657,20.3046,40.2783
"Laurentian Valley, Township (TP)",Laurentian Valley,TP,9450.0,17.5,0.7,539.08,61.6709,94000.0,59.3426,16.3492,10.4233,15.4497,52.6455,20.6349,45.6,52.7919,19.6501,2.5,55.3,9.1,60.9,3.7566,2.328,2.4788,12.1131,1096.0,40.5436,32.0144,11.3347,4.3432,3.6017,34.7524,45.9226
"Leamington, Municipality (MU)",Leamington,MU,29680.0,113.6,7.6,261.24,69.3807,79000.0,46.3668,17.5371,12.5337,19.0027,49.6462,20.3167,41.2,58.9644,25.4976,2.7,52.4,10.2,58.4,24.343,19.188,18.766,30.7255,1151.0,43.658,39.7782,10.5842,5.4249,4.2489,56.4735,50.4235
"Leeds and the Thousand Islands, Township (TP)",Leeds and the Thousand Islands,TP,9804.0,16.1,3.6,608.09,61.9186,91000.0,56.7474,13.6679,8.5679,12.9539,51.0506,26.7748,52.0,44.8,21.1514,2.4,52.7,11.4,59.6,7.0889,2.244,3.6031,8.5106,840.0,26.0476,20.7865,12.0582,5.4054,4.158,33.8151,45.0399
"Lincoln, Town (T)",Lincoln,T,25719.0,158.0,8.1,162.74,68.4157,102000.0,66.263,16.5831,10.7119,16.447,50.3713,22.3181,44.4,55.3714,21.1931,2.6,58.0,9.5,64.0,14.153,6.9404,8.4646,15.6986,1294.0,51.7554,40.9383,9.8348,4.879,4.1106,60.3737,55.3101
"London, City (CY)",London,CY,422324.0,1004.3,10.0,420.5,87.2696,76500.0,44.2042,16.3429,12.9628,22.594,52.9203,17.7755,38.8,60.1942,31.0489,2.4,53.6,13.3,61.7,24.4599,28.2615,23.3744,41.8539,1213.0,47.1687,45.5743,12.0439,6.4369,3.827,82.3385,61.3073
"Loyalist, Township (TP)",Loyalist,TP,17943.0,52.4,5.7,342.72,65.9903,95000.0,60.2076,15.605,9.1122,16.3016,52.8618,22.4043,45.2,52.7933,20.0586,2.5,53.6,9.7,59.4,7.691,3.8455,4.6313,16.9107,1288.0,51.4156,41.0641,13.062,4.7388,4.2527,47.3781,49.913
"Lucan Biddulph, Township (TP)",Lucan Biddulph,TP,5680.0,33.6,20.9,169.08,58.2417,105000.0,68.8581,21.2148,10.0352,19.1901,53.5211,15.3169,37.6,58.3333,19.1489,2.7,68.2,7.2,73.4,6.6021,2.4648,3.5431,14.1844,1020.0,36.2401,29.6234,7.9239,2.2187,2.6941,42.2094,50.5623
"Macdonald, Meredith and Aberdeen Additional, Township (TP)","Macdonald, Meredith and Aberdeen Additional",TP,1513.0,9.3,-6.0,163.26,49.3327,97000.0,61.9377,18.1758,8.9227,16.193,53.2056,19.4977,45.6,48.9583,19.0083,2.5,55.7,8.7,61.0,3.3047,0.6609,1.4871,8.2645,960.0,32.8426,25.4691,8.7838,4.7297,6.7568,27.7772,41.0978
"Machin, Municipality (MU)",Machin,MU,1012.0,3.5,4.2,290.14,46.6255,77500.0,45.0692,12.3518,7.9051,14.3281,51.8775,27.1739,53.6,45.1613,31.5217,2.2,44.1,13.8,51.2,9.3874,0.0,3.2856,15.3846,740.0,20.3851,18.8849,9.6386,2.4096,0.0,17.9145,33.6609
"Madawaska Valley, Township (TP)",Madawaska Valley,TP,3927.0,5.9,-4.8,665.83,55.7557,62800.0,32.3529,10.5679,8.658,10.8225,45.7092,35.396,58.4,42.5339,34.9854,2.1,43.6,9.4,48.1,7.8941,3.1831,4.3545,16.6667,715.0,18.9694,18.2786,14.4262,8.5246,4.918,23.0056,35.0979
"Madoc, Township (TP)",Madoc,TP,2233.0,8.1,7.5,274.58,51.9537,79000.0,46.3668,15.4501,9.1805,15.4501,52.3959,22.8392,49.6,49.2857,18.9655,2.6,49.6,10.6,55.2,5.5979,4.2544,4.0864,12.1387,1080.0,39.6376,31.3879,9.3596,3.4483,4.4335,26.3019,37.5598
"Magnetawan, Municipality (MU)",Magnetawan,MU,1753.0,3.3,26.1,526.31,50.324,67000.0,35.9862,9.9829,6.5602,9.6977,48.7735,35.0827,59.2,34.2105,29.697,2.1,37.2,10.8,41.7,7.1306,0.0,2.4957,12.7273,790.0,23.2163,20.0696,14.9606,3.937,7.0866,17.373,31.9046
"Malahide, Township (TP)",Malahide,TP,9308.0,23.6,0.2,394.27,61.5689,95000.0,60.2076,23.4207,13.483,16.6523,47.5935,15.578,37.2,59.2445,16.9154,3.1,62.9,7.7,68.0,16.0615,1.6652,6.4702,12.7695,1044.0,37.5991,30.1502,8.4043,3.8298,4.5745,38.1466,48.0765
"Manitouwadge, Township (TP)",Manitouwadge,TP,1974.0,5.6,1.9,352.17,51.1235,70500.0,39.0138,14.4377,9.8784,14.9443,51.6717,23.5562,49.2,47.0588,32.6087,2.1,46.2,13.2,53.2,9.6251,3.7994,5.2685,20.2186,616.0,13.3635,15.42,11.8644,2.2599,3.3898,22.4761,35.9192
"Mapleton, Township (TP)",Mapleton,TP,10839.0,20.2,3.0,535.56,62.5947,109000.0,72.3183,27.0781,14.4847,18.498,46.0836,12.3166,32.0,61.9469,13.2512,3.3,71.4,3.8,74.3,7.473,1.6607,3.5012,13.5802,1148.0,43.4881,34.5158,7.5601,3.2646,5.0687,36.375,52.3869
"Marathon, Town (T)",Marathon,T,3138.0,18.8,-4.1,167.03,54.2451,92000.0,57.6125,15.4557,10.8349,17.5271,57.5207,16.0931,43.2,47.8947,30.4965,2.2,55.4,8.2,60.4,6.8515,6.0548,5.6405,23.4043,716.0,19.026,20.3395,15.5556,9.8413,1.5873,35.5613,44.5153
"Markham, City (CY)",Markham,CY,338503.0,1604.8,2.9,210.93,85.7791,104000.0,67.9931,15.9171,12.0826,18.6837,53.6687,18.3337,42.4,68.6598,15.5994,3.0,51.9,13.8,60.2,58.3555,81.7954,61.7681,18.3323,1890.0,85.504,65.3525,10.884,6.0649,3.8077,87.9166,66.2741
"Markstay-Warren, Municipality (MU)",Markstay-Warren,MU,2708.0,5.4,2.0,505.92,53.2525,82000.0,48.9619,16.9867,8.678,15.8789,56.13,17.9099,45.2,49.3976,23.8739,2.4,51.7,9.7,57.2,3.3235,1.4771,1.9018,10.8597,840.0,26.0476,21.4912,13.7795,5.5118,4.3307,22.1096,38.2803
"Marmora and Lake, Municipality (MU)",Marmora and Lake,MU,4267.0,7.9,7.9,538.24,56.315,62800.0,32.3529,12.4209,8.2025,12.7724,49.6836,29.5289,56.0,44.358,31.2997,2.2,39.1,14.3,45.6,8.0853,2.1092,3.8845,18.254,976.0,33.7486,29.1002,11.9632,7.362,5.2147,26.0372,35.149
"Mattawa, Town (T)",Mattawa,T,1881.0,513.1,-5.6,3.67,50.7986,53200.0,24.0484,13.8224,6.6454,14.0883,51.0367,28.1765,53.6,52.8302,36.2573,2.1,37.2,17.3,45.0,1.8607,1.0633,1.1829,35.0877,785.0,22.9332,26.5795,17.9104,3.7313,2.2388,74.3509,43.1141
"McDougall, Municipality (MU)",McDougall,MU,2744.0,10.4,1.6,264.02,53.3415,92000.0,57.6125,13.6662,8.5641,12.7551,49.9271,27.6968,52.0,43.8889,21.645,2.4,55.4,9.6,61.3,6.9242,1.6399,3.2434,8.2251,1260.0,49.8301,37.3486,13.3333,4.9123,5.2632,28.9858,41.9625
"McKellar, Township (TP)",McKellar,TP,1419.0,8.1,27.7,176.07,48.9009,79000.0,46.3668,7.0472,5.6378,9.5137,50.0352,37.3502,60.4,28.125,30.2158,2.0,38.0,9.2,41.4,11.6279,2.1142,5.1268,4.3165,800.0,23.7826,17.9428,13.8889,1.8519,7.4074,26.3019,34.904
"McNab/Braeside, Township (TP)",McNab/Braeside,TP,7591.0,29.7,5.8,255.28,60.1953,99000.0,63.6678,14.9519,9.7484,15.6106,53.2868,21.9997,48.0,49.2813,18.9456,2.5,57.0,9.5,63.0,4.479,1.1197,2.1275,9.8684,1020.0,36.2401,28.3286,12.8429,5.3616,4.2394,40.785,47.8162
"Meaford, Municipality (MU)",Meaford,MU,11485.0,19.5,4.5,587.57,62.9847,79500.0,46.7993,13.1911,8.1411,13.017,47.2791,31.3452,54.4,42.6593,27.8054,2.3,49.2,10.2,54.8,9.926,3.6134,5.3004,19.1658,986.0,34.3148,29.7701,13.4725,7.2106,4.5541,35.9751,43.6176
"Melancthon, Township (TP)",Melancthon,TP,3132.0,10.1,4.1,310.39,54.2322,100000.0,64.5329,19.636,12.4521,18.1992,53.4802,14.3678,39.2,60.9195,15.942,3.0,64.9,7.8,70.2,10.3768,3.9911,5.6274,14.9758,1360.0,55.4926,43.3376,7.5802,2.9155,6.414,28.6682,45.4126
"Merrickville-Wolford, Village (VL)",Merrickville-Wolford,VL,3135.0,14.6,2.2,214.33,54.2386,89000.0,55.0173,12.2807,9.2504,12.1212,48.6443,30.1435,54.4,45.5026,25.5814,2.3,55.3,7.5,60.0,7.3365,1.5949,3.4131,14.3411,1010.0,35.6738,29.274,9.4937,3.7975,6.6456,32.7216,43.3172
"Middlesex Centre, Municipality (MU)",Middlesex Centre,MU,18928.0,32.2,9.7,588.16,66.3503,125000.0,86.1592,19.2836,11.4117,13.3664,50.4544,18.8874,43.6,58.0702,14.7125,2.8,61.5,7.7,66.6,11.2532,6.0757,7.024,10.2239,1280.0,50.9626,38.741,9.507,3.5211,3.4205,41.7175,55.2891
"Midland, Town (T)",Midland,T,17817.0,504.3,5.7,35.33,65.9428,69500.0,38.1488,13.33,9.0924,16.2485,49.6155,27.9508,50.0,52.8447,31.2102,2.2,46.0,12.8,52.7,9.2889,5.1917,5.9101,34.3312,1126.0,42.2424,39.869,13.3075,7.5581,3.8114,74.1453,50.5524
"Milton, Town (T)",Milton,T,132979.0,365.5,20.7,363.83,79.4844,126000.0,87.0242,24.0489,12.3328,17.3185,53.6664,9.9452,36.0,74.6431,12.7888,3.3,63.0,11.4,71.1,41.5667,54.5462,42.0521,17.3598,2042.0,94.111,71.0856,11.7943,4.2762,3.2928,70.3202,65.7181
"Minden Hills, Township (TP)",Minden Hills,TP,6971.0,8.2,14.5,847.37,59.6213,74500.0,42.474,10.472,6.3836,11.763,48.4149,34.7152,58.8,37.4439,30.1858,2.1,43.7,11.3,49.2,8.6071,2.7973,4.4326,11.4551,880.0,28.3126,23.2553,14.433,5.4983,3.4364,26.432,38.8505
"Minto, Town (T)",Minto,T,9094.0,30.3,4.9,300.19,61.4122,84000.0,50.692,19.2984,11.6011,17.759,48.2736,20.8929,40.8,54.5276,24.7438,2.6,61.5,5.5,65.1,6.8177,4.3435,4.6982,23.8653,992.0,34.6546,31.4178,9.9783,3.2538,5.7484,41.0156,47.2981
"Mississauga, City (CY)",Mississauga,CY,717961.0,2452.5,-0.5,292.74,90.8446,102000.0,66.263,15.2265,13.4165,21.146,54.7251,16.6304,40.8,70.0996,19.354,2.9,55.0,14.0,63.9,52.8476,61.4908,49.8068,29.5834,1650.0,71.9139,59.2148,11.4828,4.8371,3.3895,92.9654,69.5443
"Mississippi Mills, Town (T)",Mississippi Mills,T,14740.0,28.8,12.0,511.25,64.6656,100000.0,64.5329,14.7897,8.8874,14.1791,49.7626,26.5604,50.0,47.8548,24.1722,2.4,55.9,7.6,60.4,7.1913,2.9172,3.9908,16.7907,1208.0,46.8856,37.8572,10.7608,3.3585,4.3866,40.4306,49.608
"Mono, Town (T)",Mono,T,9421.0,33.8,9.4,278.37,61.6502,138000.0,97.4048,15.8688,11.9945,14.4889,51.9584,20.1677,47.2,56.446,13.099,3.0,59.2,10.1,65.9,20.38,17.4079,15.8608,4.64,1340.0,54.3601,39.4441,11.0563,4.6397,4.7384,42.2781,56.0456
"Montague, Township (TP)",Montague,TP,3914.0,14.1,4.1,278.47,55.7334,98000.0,62.8028,16.2238,9.7087,16.2238,54.6755,19.5452,44.4,51.4286,18.6047,2.6,57.8,7.8,62.7,5.6208,2.2994,3.117,6.6445,1400.0,57.7576,42.4237,14.1791,4.4776,3.7313,32.3336,44.7685
"Moonbeam, Township (TP)",Moonbeam,TP,1157.0,4.9,-6.0,234.46,47.5268,90000.0,55.8824,10.3717,8.643,11.6681,56.1798,25.497,55.6,36.8421,26.6667,2.2,42.3,14.6,49.0,0.8643,0.0,0.3025,7.5472,850.0,26.6138,20.8938,14.2857,0.0,9.8901,21.1407,36.841
"Moosonee, Town (TV)",Moosonee,TV,1512.0,2.8,2.1,547.83,49.3283,94000.0,59.3426,28.7698,13.8889,20.8333,49.2725,7.2751,29.8,77.027,23.7113,3.1,62.2,8.5,67.5,5.6217,9.9206,7.4735,62.8866,940.0,31.7101,41.063,14.4928,1.4493,0.0,15.9007,42.6093
"Morris-Turnberry, Municipality (MU)",Morris-Turnberry,MU,3590.0,9.5,2.7,376.89,55.1514,86000.0,52.4221,21.5877,12.8134,16.4345,43.5933,21.8663,40.0,54.0107,21.7573,2.8,69.3,4.8,73.0,5.571,0.9749,2.4373,11.7155,800.0,23.7826,20.1624,8.0,4.5333,4.0,28.0063,43.4824
"Mulmur, Township (TP)",Mulmur,TP,3571.0,12.5,2.7,286.17,55.1157,114000.0,76.6436,12.7415,11.0613,15.5419,55.1666,20.7225,50.0,50.2242,20.5776,2.6,58.4,9.9,64.8,13.8617,7.5609,8.632,5.3957,1400.0,57.7576,42.0491,7.8481,4.0506,4.3038,30.9996,47.2094
"Muskoka Lakes, Township (TP)",Muskoka Lakes,TP,7652.0,9.9,16.2,774.46,60.2492,89000.0,55.0173,10.1934,7.7757,13.3298,50.575,31.495,57.2,39.5445,30.3116,2.2,53.5,9.9,59.4,7.3837,1.3722,3.2998,9.0652,1170.0,44.7339,34.0333,12.5628,5.5276,4.8995,28.4516,43.3574
"Neebing, Municipality (MU)",Neebing,MU,2241.0,2.6,9.1,873.78,51.9778,94000.0,59.3426,14.2793,9.1477,15.618,55.1093,21.8652,48.8,44.4444,24.4681,2.4,54.9,9.4,60.6,6.2472,2.008,3.1905,5.3476,760.0,21.5176,16.6666,8.6957,3.0435,4.7826,15.2567,38.7482
"New Tecumseth, Town (T)",New Tecumseth,T,43948.0,160.5,28.3,273.87,72.0252,104000.0,67.9931,19.1021,10.0801,18.1692,52.9148,17.9303,39.6,61.8231,19.8107,2.7,59.9,9.6,66.3,19.1135,17.8961,15.7197,16.1148,1500.0,63.4202,49.2285,10.8658,4.8098,4.1976,60.5595,56.9716
"Newmarket, Town (T)",Newmarket,T,87942.0,2284.1,4.4,38.5,76.6985,110000.0,73.1834,16.5109,12.7982,17.6309,54.8373,15.857,41.6,69.0121,18.2673,2.9,58.4,12.3,66.7,32.9137,34.3749,28.9188,24.2409,1614.0,69.8754,56.1851,11.8875,5.3473,3.824,92.1185,66.0365
"Niagara Falls, City (CY)",Niagara Falls,CY,94415.0,449.1,7.2,210.25,77.177,74500.0,42.474,14.7169,11.2694,18.0109,52.1263,21.8821,44.8,60.3866,27.9137,2.5,45.3,22.5,58.5,22.4435,20.5052,18.5479,29.6335,1212.0,47.1121,41.8685,12.2309,14.9103,4.1368,72.7674,53.8414
"Niagara-on-the-Lake, Town (T)",Niagara-on-the-Lake,T,19088.0,145.3,9.0,131.35,66.407,98000.0,62.8028,11.0017,9.0633,12.3114,43.7448,36.1746,57.2,40.6224,23.9822,2.4,43.1,15.0,50.7,25.4348,12.1804,15.2753,15.2672,1592.0,68.6297,52.6209,11.4073,7.6875,3.4718,59.3822,51.6379
"Nipigon, Township (TP)",Nipigon,TP,1473.0,13.6,-10.3,107.94,49.1523,71500.0,39.8789,14.5961,10.1833,12.8988,46.1643,28.5132,51.6,50.0,32.5758,2.2,46.1,14.4,53.9,3.3944,1.6972,2.0367,7.5188,840.0,26.0476,20.4889,15.625,3.9062,2.3438,31.9326,37.073
"Nipissing, Township (TP)",Nipissing,TP,1769.0,4.6,3.6,387.95,50.3852,83000.0,49.827,12.4364,7.6314,9.8926,52.5721,27.9819,54.8,41.0256,20.8054,2.3,46.4,13.5,53.6,4.805,0.8479,2.1057,6.8027,1040.0,37.3726,28.2016,11.8012,1.2422,3.1056,20.5192,36.4127
"Nipissing 10, Indian reserve (IRI)",Nipissing 10,IRI,1640.0,26.9,3.0,60.87,49.8754,67000.0,35.9862,16.4634,8.5366,16.4634,55.7927,19.5122,46.0,55.0,28.3688,2.3,44.3,16.4,53.5,,0.9146,0.4573,18.3333,,,5.5,10.7914,2.8777,4.3165,39.6459,37.5153
"Nipissing, Unorganized, North Part, Unorganized (NO)","Nipissing, Unorganized, North Part",NO,1591.0,0.4,-10.8,3721.2,49.6712,71500.0,39.8789,10.6851,7.2282,9.7423,57.1967,25.1414,54.8,40.1961,27.5862,2.2,48.8,9.9,54.1,3.7712,2.5141,2.577,10.274,960.0,32.8426,26.072,10.2041,0.0,5.4422,4.0076,31.3833
"Norfolk County, City (CY)",Norfolk County,CY,67490.0,42.2,5.4,1597.68,74.9152,82000.0,48.9619,15.2467,9.8607,15.1504,49.0295,25.8557,48.8,50.0125,26.7077,2.4,50.7,10.2,56.5,10.4904,3.2968,5.3745,18.4125,1027.0,36.6365,31.1693,10.939,4.7273,4.4369,44.8534,49.4808
"North Algona Wilberforce, Township (TP)",North Algona Wilberforce,TP,3111.0,8.4,6.7,369.23,54.1869,82000.0,48.9619,14.1434,8.6789,13.5005,52.234,25.233,52.0,43.0,22.7799,2.4,49.0,12.1,55.7,4.5002,1.6072,2.3787,11.1538,920.0,30.5776,24.7505,12.6712,5.137,3.7671,26.6882,39.077
"North Bay, City (CY)",North Bay,CY,52662.0,166.9,2.2,315.53,73.2439,72000.0,40.3114,14.4317,11.8017,19.7581,52.0774,21.7045,44.0,54.0726,33.7098,2.2,51.0,12.0,57.9,4.9656,4.263,4.019,40.7755,1010.0,35.6738,37.2043,14.2684,7.4276,3.7239,61.0224,51.7061
"North Dumfries, Township (TP)",North Dumfries,TP,10619.0,56.5,4.0,188.09,62.4565,128000.0,88.7543,18.2691,12.3835,15.444,52.5944,16.7153,42.4,58.3204,14.6341,2.9,64.5,7.4,69.7,11.4888,6.6861,7.3853,11.6531,1400.0,57.7576,43.9263,10.2369,3.6379,3.2149,48.2592,56.4514
"North Dundas, Township (TP)",North Dundas,TP,11304.0,22.5,0.2,502.41,62.8777,90000.0,55.8824,16.9851,8.9791,16.4544,53.4766,20.5679,44.8,52.4517,25.1378,2.5,60.4,7.0,64.9,5.4406,1.9904,2.8994,18.4123,1010.0,35.6738,30.4954,10.4149,2.7942,5.0804,37.6018,47.5109
"North Frontenac, Township (TP)",North Frontenac,TP,2285.0,2.0,20.1,1157.97,52.1087,68000.0,36.8512,7.6586,5.2516,6.7834,47.7024,39.3873,61.6,28.3784,32.1586,2.0,37.5,11.3,42.5,6.1269,2.6258,3.4573,5.3333,780.0,22.6501,17.455,10.9827,9.2486,5.7803,13.0851,32.1824
"North Glengarry, Township (TP)",North Glengarry,TP,10144.0,15.8,0.3,643.4,62.1483,71000.0,39.4464,13.7027,9.858,13.8013,49.3395,27.1589,51.6,47.8041,31.1086,2.2,54.8,7.6,59.4,5.6191,2.2674,3.1521,21.9706,898.0,29.3318,27.1234,11.2676,2.9175,5.9356,33.6043,42.6892
"North Grenville, Municipality (MU)",North Grenville,MU,17964.0,51.0,9.2,351.9,65.9982,108000.0,71.4533,16.3382,9.9087,14.2229,52.466,21.3204,46.4,51.8817,20.4545,2.5,58.7,7.6,63.5,7.0419,3.3678,4.1695,12.2869,1348.0,54.8131,42.0553,11.7238,4.6574,4.4968,47.0617,52.832
"North Huron, Township (TP)",North Huron,TP,5052.0,28.2,2.4,179.01,57.4525,76000.0,43.7716,16.726,12.2724,17.7158,48.3967,22.9612,44.0,53.4722,31.4815,2.3,57.7,8.1,62.7,6.1362,3.464,3.9687,28.8372,848.0,26.5006,27.2016,11.4563,7.5728,4.6602,40.1884,44.6077
"North Kawartha, Township (TP)",North Kawartha,TP,2877.0,3.9,16.1,746.35,53.6602,73000.0,41.1765,10.4275,6.4303,10.9489,47.4453,35.106,59.2,36.8132,32.3529,2.1,39.1,13.5,45.2,9.7324,1.9117,4.3622,7.4906,860.0,27.1801,21.2732,18.0995,1.81,5.4299,18.9287,34.844
"North Middlesex, Municipality (MU)",North Middlesex,MU,6307.0,10.5,-0.7,598.65,58.947,89000.0,55.0173,18.2337,10.7024,16.1725,49.231,21.7219,44.0,55.1913,23.6402,2.6,63.0,6.7,67.5,6.58,2.0612,3.3336,18.1628,820.0,24.9151,22.8894,8.2963,5.3333,3.1111,29.0898,44.7162
"North Perth, Municipality (MU)",North Perth,MU,15538.0,31.5,18.3,493.09,65.0208,84000.0,50.692,21.1417,11.1662,19.6293,49.0089,18.7283,37.6,54.1714,25.0839,2.6,64.2,5.7,68.0,10.7157,6.5324,7.2194,28.6913,1139.0,42.9785,38.6923,13.166,3.9192,4.4703,41.4637,48.755
"North Stormont, Township (TP)",North Stormont,TP,7400.0,14.4,7.7,515.46,60.0236,91000.0,56.7474,19.4595,10.2027,19.4595,54.8649,15.5405,39.6,54.6485,21.5412,2.6,63.7,5.9,67.7,5.0676,1.9595,2.7534,16.6667,952.0,32.3896,27.6727,8.481,2.7848,3.7975,32.568,46.0924
"Northeastern Manitoulin and the Islands, Municipality (MU)",Northeastern Manitoulin and the Islands,MU,2641.0,5.4,-2.6,489.19,53.0838,75500.0,43.3391,12.1166,8.1409,9.8448,46.5733,32.3741,55.6,39.759,30.2905,2.2,49.9,10.0,55.2,4.3544,0.7573,1.9027,18.2573,960.0,32.8426,28.467,15.3226,6.8548,2.4194,22.1096,37.6841
"Northern Bruce Peninsula, Municipality (MU)",Northern Bruce Peninsula,MU,4404.0,5.7,10.1,775.7,56.5279,69500.0,38.1488,8.1744,5.6767,8.7421,45.0727,41.099,61.6,28.2759,33.4842,2.0,39.4,11.5,44.5,11.0127,3.0654,5.3871,10.2041,1070.0,39.0713,30.4112,12.5356,11.9658,3.9886,22.6552,36.6081
"Norwich, Township (TP)",Norwich,TP,11151.0,26.3,2.9,424.01,62.7858,95000.0,60.2076,23.675,13.362,17.6666,47.5742,15.4246,36.0,58.5089,18.0851,3.0,64.2,6.7,68.7,10.6268,2.0626,4.818,15.5378,1180.0,45.3001,36.3714,9.4372,3.3766,3.9827,39.387,49.0498
"Oakville, Town (T)",Oakville,T,213759.0,1538.5,10.3,138.94,82.6822,128000.0,88.7543,17.9805,14.0532,15.8426,52.2458,15.7163,41.6,70.056,18.2436,2.9,57.6,11.7,65.2,40.8591,42.1643,35.7421,22.473,2146.0,100.0,76.7419,10.609,4.5376,3.1316,87.4144,70.3684
"Oliver Paipoonge, Municipality (MU)",Oliver Paipoonge,MU,6035.0,17.2,1.9,350.51,58.6501,108000.0,71.4533,16.9843,9.6935,14.2502,52.4441,20.8782,46.0,51.7333,18.7097,2.6,56.1,8.0,60.9,5.8824,1.3256,2.7216,6.8817,1020.0,36.2401,27.4326,7.6142,3.3841,4.3993,34.5577,47.4783
"Orangeville, Town (T)",Orangeville,T,30167.0,1989.5,4.4,15.16,69.4904,103000.0,67.128,18.9611,11.4198,19.1103,54.3806,15.2153,38.8,67.4636,22.5237,2.7,62.4,10.8,69.9,14.37,14.1711,12.2245,24.3219,1420.0,58.8901,48.5197,12.9188,5.9161,3.4712,90.4746,62.8008
"Orillia, City (CY)",Orillia,CY,33411.0,1171.1,7.2,28.53,70.1785,71000.0,39.4464,13.9026,9.862,18.3772,50.2978,25.9495,46.8,54.5504,33.0791,2.2,47.7,15.2,56.2,9.3233,7.1084,6.9004,38.8003,1261.0,49.8867,46.5608,15.3287,8.5894,3.5018,84.1669,54.5711
"Oro-Medonte, Township (TP)",Oro-Medonte,TP,23017.0,39.3,9.4,585.42,67.668,114000.0,76.6436,15.4234,10.5357,13.7942,52.635,21.3972,47.6,51.3736,16.6088,2.7,56.4,10.9,63.3,8.9499,2.9978,4.6379,5.6167,1325.0,53.5108,39.1425,9.4371,5.3394,4.0563,44.0258,53.2957
"Oshawa, City (CY)",Oshawa,CY,175383.0,1203.6,10.0,145.72,81.3491,86000.0,52.4221,17.5644,11.6773,20.7717,54.036,16.7205,39.2,65.8614,25.287,2.6,51.8,15.2,61.1,21.9634,28.6687,22.2435,35.8397,1400.0,57.7576,51.1823,13.4413,5.6849,4.0895,84.4926,61.0047
"Otonabee-South Monaghan, Township (TP)",Otonabee-South Monaghan,TP,7087.0,20.5,6.3,346.15,59.7325,97000.0,61.9377,15.6625,8.6073,14.6748,51.785,23.9876,49.2,49.4331,20.1465,2.6,54.1,9.2,59.6,6.3497,2.7515,3.6193,10.2377,1170.0,44.7339,34.385,7.7599,4.8316,5.2709,36.5423,46.2146
"Ottawa, City (CV)",Ottawa,CV,1017449.0,364.9,8.9,2788.2,93.1935,102000.0,66.263,16.4057,12.892,21.0138,53.7811,16.9198,40.0,60.2553,28.5742,2.5,59.1,10.3,65.9,25.477,31.9387,25.323,36.1031,1422.0,59.0034,52.1333,9.9569,5.2177,3.8268,70.3006,67.1102
"Owen Sound, City (CY)",Owen Sound,CY,21612.0,892.6,1.3,24.21,67.2436,63200.0,32.699,14.2745,9.925,17.2358,48.6304,27.1608,48.0,53.3617,38.2516,2.1,49.0,11.1,55.2,7.4958,5.5525,5.4865,42.0121,976.0,33.7486,36.2276,18.5938,7.5521,3.5937,80.9356,51.7943
